KeySize,Format,File,Encryption_Time,Decryption_Time
3072,DER,Plain_256.txt,0.909,5.922
3072,DER,Plain_256.txt,1.34,6.461
3072,DER,Plain_256.txt,0.892,5.666
3072,DER,Plain_256.txt,1.269,5.782
3072,DER,Plain_256.txt,0.696,15.366
3072,DER,Plain_256.txt,0.845,5.314
3072,DER,Plain_256.txt,0.573,5.909
3072,DER,Plain_256.txt,0.561,7.187
3072,DER,Plain_256.txt,0.61,7.689
3072,DER,Plain_256.txt,0.583,13.233
3072,DER,Plain_256.txt,11.389,17.533
3072,DER,Plain_256.txt,0.616,5.883
3072,DER,Plain_256.txt,0.911,4.747
3072,DER,Plain_256.txt,0.744,4.852
3072,DER,Plain_256.txt,0.453,4.439
3072,DER,Plain_256.txt,0.465,4.782
3072,DER,Plain_256.txt,0.416,5.012
3072,DER,Plain_256.txt,0.656,4.866
3072,DER,Plain_256.txt,0.599,7.057
3072,DER,Plain_256.txt,0.974,5.002
3072,DER,Plain_256.txt,0.9,4.769
3072,DER,Plain_256.txt,0.684,4.975
3072,DER,Plain_256.txt,0.918,8.8
3072,DER,Plain_256.txt,0.804,6.428
3072,DER,Plain_256.txt,0.563,6.311
3072,DER,Plain_256.txt,0.578,4.734
3072,DER,Plain_256.txt,0.744,5.566
3072,DER,Plain_256.txt,0.57,4.546
3072,DER,Plain_256.txt,0.693,5.81
3072,DER,Plain_256.txt,0.487,6.019
3072,DER,Plain_256.txt,0.465,5.48
3072,DER,Plain_256.txt,0.491,5.588
3072,DER,Plain_256.txt,0.579,4.735
3072,DER,Plain_256.txt,1.587,5.472
3072,DER,Plain_256.txt,0.625,5.284
3072,DER,Plain_256.txt,3.212,5.876
3072,DER,Plain_256.txt,0.479,4.82
3072,DER,Plain_256.txt,0.612,4.775
3072,DER,Plain_256.txt,0.665,4.635
3072,DER,Plain_256.txt,0.983,4.763
3072,DER,Plain_256.txt,0.758,5.081
3072,DER,Plain_256.txt,0.584,5.592
3072,DER,Plain_256.txt,0.487,5.836
3072,DER,Plain_256.txt,0.485,5.299
3072,DER,Plain_256.txt,0.448,4.965
3072,DER,Plain_256.txt,0.91,5.192
3072,DER,Plain_256.txt,0.449,4.747
3072,DER,Plain_256.txt,0.465,6.307
3072,DER,Plain_256.txt,0.484,5.55
3072,DER,Plain_256.txt,0.621,7.055
3072,DER,Plain_256.txt,0.675,4.947
3072,DER,Plain_256.txt,0.513,5.108
3072,DER,Plain_256.txt,1.15,5.191
3072,DER,Plain_256.txt,0.597,6.61
3072,DER,Plain_256.txt,2.093,5.778
3072,DER,Plain_256.txt,0.497,4.78
3072,DER,Plain_256.txt,0.48,5.83
3072,DER,Plain_256.txt,0.479,6.799
3072,DER,Plain_256.txt,0.71,5.129
3072,DER,Plain_256.txt,0.676,4.958
3072,DER,Plain_256.txt,0.495,5.366
3072,DER,Plain_256.txt,0.669,5.827
3072,DER,Plain_256.txt,0.53,5.37
3072,DER,Plain_256.txt,0.468,5.178
3072,DER,Plain_256.txt,0.499,7.315
3072,DER,Plain_256.txt,0.852,4.962
3072,DER,Plain_256.txt,0.662,4.615
3072,DER,Plain_256.txt,0.956,5.472
3072,DER,Plain_256.txt,0.451,4.881
3072,DER,Plain_256.txt,0.608,4.91
3072,DER,Plain_256.txt,1.347,5.353
3072,DER,Plain_256.txt,0.577,4.781
3072,DER,Plain_256.txt,0.494,5.196
3072,DER,Plain_256.txt,0.812,6.062
3072,DER,Plain_256.txt,0.719,4.837
3072,DER,Plain_256.txt,0.672,5.758
3072,DER,Plain_256.txt,0.593,5.206
3072,DER,Plain_256.txt,0.392,4.969
3072,DER,Plain_256.txt,1.592,4.836
3072,DER,Plain_256.txt,0.584,10.943
3072,DER,Plain_256.txt,0.564,5.366
3072,DER,Plain_256.txt,1.015,5.059
3072,DER,Plain_256.txt,0.754,5.786
3072,DER,Plain_256.txt,0.573,5.105
3072,DER,Plain_256.txt,0.707,4.724
3072,DER,Plain_256.txt,0.561,4.692
3072,DER,Plain_256.txt,0.436,4.612
3072,DER,Plain_256.txt,0.54,4.542
3072,DER,Plain_256.txt,0.526,5.984
3072,DER,Plain_256.txt,0.743,5.293
3072,DER,Plain_256.txt,0.79,5.202
3072,DER,Plain_256.txt,0.744,5.776
3072,DER,Plain_256.txt,0.606,5.144
3072,DER,Plain_256.txt,0.478,5.105
3072,DER,Plain_256.txt,0.482,4.934
3072,DER,Plain_256.txt,0.514,4.764
3072,DER,Plain_256.txt,0.669,5.39
3072,DER,Plain_256.txt,0.652,4.74
3072,DER,Plain_256.txt,0.976,4.539
3072,DER,Plain_256.txt,0.735,4.629
3072,DER,Plain_256.txt,0.489,4.632
3072,DER,Plain_256.txt,0.491,4.529
3072,DER,Plain_256.txt,0.473,4.524
3072,DER,Plain_256.txt,0.465,4.833
3072,DER,Plain_256.txt,0.446,4.64
3072,DER,Plain_256.txt,0.474,4.708
3072,DER,Plain_256.txt,0.403,4.663
3072,DER,Plain_256.txt,0.436,4.601
3072,DER,Plain_256.txt,0.428,4.914
3072,DER,Plain_256.txt,0.586,4.826
3072,DER,Plain_256.txt,0.644,4.837
3072,DER,Plain_256.txt,0.583,5.997
3072,DER,Plain_256.txt,0.673,4.751
3072,DER,Plain_256.txt,0.453,5.247
3072,DER,Plain_256.txt,0.484,6.044
3072,DER,Plain_256.txt,0.683,5.407
3072,DER,Plain_256.txt,0.438,6.173
3072,DER,Plain_256.txt,0.497,5.333
3072,DER,Plain_256.txt,0.755,8.12
3072,DER,Plain_256.txt,0.703,7.045
3072,DER,Plain_256.txt,0.437,4.593
3072,DER,Plain_256.txt,1.16,5.084
3072,DER,Plain_256.txt,2.283,4.705
3072,DER,Plain_256.txt,0.618,6.738
3072,DER,Plain_256.txt,0.908,8.272
3072,DER,Plain_256.txt,0.856,5.117
3072,DER,Plain_256.txt,0.633,5.797
3072,DER,Plain_256.txt,0.564,6.016
3072,DER,Plain_256.txt,0.538,5.421
3072,DER,Plain_256.txt,0.61,8.886
3072,DER,Plain_256.txt,0.85,5.882
3072,DER,Plain_256.txt,0.771,5.615
3072,DER,Plain_256.txt,0.589,5.326
3072,DER,Plain_256.txt,0.74,6.116
3072,DER,Plain_256.txt,0.649,7.375
3072,DER,Plain_256.txt,1.128,7.144
3072,DER,Plain_256.txt,8.062,5.905
3072,DER,Plain_256.txt,0.714,5.603
3072,DER,Plain_256.txt,0.541,8.226
3072,DER,Plain_256.txt,0.466,12.032
3072,DER,Plain_256.txt,0.93,5.363
3072,DER,Plain_256.txt,0.686,5.029
3072,DER,Plain_256.txt,0.525,6.079
3072,DER,Plain_256.txt,1.055,9.728
3072,DER,Plain_256.txt,0.538,6.831
3072,DER,Plain_256.txt,1.036,5.467
3072,DER,Plain_256.txt,0.733,5.628
3072,DER,Plain_256.txt,0.636,7.745
3072,DER,Plain_256.txt,0.694,5.388
3072,DER,Plain_256.txt,0.871,8.497
3072,DER,Plain_256.txt,0.556,5.07
3072,DER,Plain_256.txt,0.922,5.354
3072,DER,Plain_256.txt,0.535,4.594
3072,DER,Plain_256.txt,0.786,7.745
3072,DER,Plain_256.txt,0.494,4.917
3072,DER,Plain_256.txt,0.816,5.167
3072,DER,Plain_256.txt,0.469,4.68
3072,DER,Plain_256.txt,0.607,5.379
3072,DER,Plain_256.txt,0.491,6.36
3072,DER,Plain_256.txt,0.482,5.339
3072,DER,Plain_256.txt,0.481,5.436
3072,DER,Plain_256.txt,0.545,5.46
3072,DER,Plain_256.txt,0.433,5.339
3072,DER,Plain_256.txt,0.58,4.806
3072,DER,Plain_256.txt,0.496,4.969
3072,DER,Plain_256.txt,0.467,4.586
3072,DER,Plain_256.txt,0.812,4.462
3072,DER,Plain_256.txt,0.471,4.795
3072,DER,Plain_256.txt,0.597,4.945
3072,DER,Plain_256.txt,0.478,5.345
3072,DER,Plain_256.txt,0.488,6.241
3072,DER,Plain_256.txt,0.715,4.804
3072,DER,Plain_256.txt,0.469,4.68
3072,DER,Plain_256.txt,0.629,4.682
3072,DER,Plain_256.txt,0.944,5.213
3072,DER,Plain_256.txt,0.793,10.717
3072,DER,Plain_256.txt,0.435,4.795
3072,DER,Plain_256.txt,0.808,4.747
3072,DER,Plain_256.txt,0.616,6.276
3072,DER,Plain_256.txt,0.536,6.382
3072,DER,Plain_256.txt,0.586,6.541
3072,DER,Plain_256.txt,0.438,5.035
3072,DER,Plain_256.txt,0.662,5.618
3072,DER,Plain_256.txt,0.791,6.745
3072,DER,Plain_256.txt,0.583,7.047
3072,DER,Plain_256.txt,0.638,5.049
3072,DER,Plain_256.txt,0.979,11.94
3072,DER,Plain_256.txt,0.553,6.028
3072,DER,Plain_256.txt,0.481,6.043
3072,DER,Plain_256.txt,0.863,4.824
3072,DER,Plain_256.txt,0.472,5.099
3072,DER,Plain_256.txt,0.509,5.899
3072,DER,Plain_256.txt,0.513,4.739
3072,DER,Plain_256.txt,0.694,5.224
3072,DER,Plain_256.txt,0.493,5.043
3072,DER,Plain_256.txt,0.474,5.572
3072,DER,Plain_256.txt,0.441,4.9
3072,DER,Plain_256.txt,0.443,4.903
3072,DER,Plain_256.txt,0.502,4.531
3072,DER,Plain_256.txt,0.464,4.695
3072,DER,Plain_256.txt,0.485,5.5
3072,DER,Plain_256.txt,0.492,5.158
3072,DER,Plain_256.txt,0.475,5.131
3072,DER,Plain_256.txt,0.467,5.07
3072,DER,Plain_256.txt,0.529,5.07
3072,DER,Plain_256.txt,1.699,5.42
3072,DER,Plain_256.txt,0.458,6.514
3072,DER,Plain_256.txt,0.492,6.654
3072,DER,Plain_256.txt,0.498,5.941
3072,DER,Plain_256.txt,0.555,5.485
3072,DER,Plain_256.txt,0.447,5.573
3072,DER,Plain_256.txt,0.529,6.391
3072,DER,Plain_256.txt,0.491,4.689
3072,DER,Plain_256.txt,0.451,5.598
3072,DER,Plain_256.txt,0.522,6.411
3072,DER,Plain_256.txt,0.515,5.1
3072,DER,Plain_512.txt,0.518,4.705
3072,DER,Plain_512.txt,0.497,4.774
3072,DER,Plain_512.txt,0.484,5.14
3072,DER,Plain_512.txt,0.66,5.908
3072,DER,Plain_512.txt,0.483,4.794
3072,DER,Plain_512.txt,0.497,5.143
3072,DER,Plain_512.txt,0.627,5.049
3072,DER,Plain_512.txt,0.496,4.96
3072,DER,Plain_512.txt,0.876,5.184
3072,DER,Plain_512.txt,0.504,4.888
3072,DER,Plain_512.txt,0.481,5.254
3072,DER,Plain_512.txt,0.497,5.271
3072,DER,Plain_512.txt,0.657,6.945
3072,DER,Plain_512.txt,0.511,4.882
3072,DER,Plain_512.txt,0.464,6.432
3072,DER,Plain_512.txt,0.626,5.114
3072,DER,Plain_512.txt,2.15,4.91
3072,DER,Plain_512.txt,1.871,10.439
3072,DER,Plain_512.txt,0.832,5.352
3072,DER,Plain_512.txt,1.012,5.144
3072,DER,Plain_512.txt,0.719,5.437
3072,DER,Plain_512.txt,0.932,5.765
3072,DER,Plain_512.txt,0.638,5.768
3072,DER,Plain_512.txt,1.054,6.438
3072,DER,Plain_512.txt,0.789,6.744
3072,DER,Plain_512.txt,2.091,4.763
3072,DER,Plain_512.txt,0.57,5.986
3072,DER,Plain_512.txt,0.611,5.483
3072,DER,Plain_512.txt,0.532,6.383
3072,DER,Plain_512.txt,0.773,6.36
3072,DER,Plain_512.txt,0.454,9.069
3072,DER,Plain_512.txt,0.576,5.748
3072,DER,Plain_512.txt,0.658,4.558
3072,DER,Plain_512.txt,0.638,5.547
3072,DER,Plain_512.txt,0.524,4.603
3072,DER,Plain_512.txt,0.6,4.855
3072,DER,Plain_512.txt,0.621,5.026
3072,DER,Plain_512.txt,0.609,4.864
3072,DER,Plain_512.txt,0.609,4.874
3072,DER,Plain_512.txt,0.49,5.079
3072,DER,Plain_512.txt,0.568,4.532
3072,DER,Plain_512.txt,0.472,6.321
3072,DER,Plain_512.txt,0.634,4.794
3072,DER,Plain_512.txt,0.474,4.87
3072,DER,Plain_512.txt,0.471,5.127
3072,DER,Plain_512.txt,0.468,4.721
3072,DER,Plain_512.txt,0.551,4.714
3072,DER,Plain_512.txt,1.544,4.681
3072,DER,Plain_512.txt,0.598,4.609
3072,DER,Plain_512.txt,0.613,4.739
3072,DER,Plain_512.txt,0.606,4.586
3072,DER,Plain_512.txt,0.596,5.418
3072,DER,Plain_512.txt,0.617,4.911
3072,DER,Plain_512.txt,0.477,4.492
3072,DER,Plain_512.txt,0.635,4.579
3072,DER,Plain_512.txt,0.817,4.709
3072,DER,Plain_512.txt,0.683,4.747
3072,DER,Plain_512.txt,0.572,4.541
3072,DER,Plain_512.txt,0.71,4.494
3072,DER,Plain_512.txt,0.692,4.471
3072,DER,Plain_512.txt,0.625,4.526
3072,DER,Plain_512.txt,0.546,7.325
3072,DER,Plain_512.txt,0.524,4.751
3072,DER,Plain_512.txt,0.52,4.971
3072,DER,Plain_512.txt,0.608,5.65
3072,DER,Plain_512.txt,0.583,4.658
3072,DER,Plain_512.txt,0.656,4.867
3072,DER,Plain_512.txt,0.594,6.858
3072,DER,Plain_512.txt,0.707,4.685
3072,DER,Plain_512.txt,0.574,5.861
3072,DER,Plain_512.txt,0.511,4.941
3072,DER,Plain_512.txt,0.505,5.256
3072,DER,Plain_512.txt,0.996,5.137
3072,DER,Plain_512.txt,0.458,4.716
3072,DER,Plain_512.txt,0.48,4.885
3072,DER,Plain_512.txt,0.476,5.804
3072,DER,Plain_512.txt,0.451,5.665
3072,DER,Plain_512.txt,0.479,6.032
3072,DER,Plain_512.txt,0.458,4.629
3072,DER,Plain_512.txt,0.484,5.077
3072,DER,Plain_512.txt,0.836,4.902
3072,DER,Plain_512.txt,0.574,5.212
3072,DER,Plain_512.txt,0.639,5.447
3072,DER,Plain_512.txt,0.614,4.89
3072,DER,Plain_512.txt,0.765,6.366
3072,DER,Plain_512.txt,0.667,5.109
3072,DER,Plain_512.txt,1.458,5.24
3072,DER,Plain_512.txt,0.513,6.115
3072,DER,Plain_512.txt,0.508,5.592
3072,DER,Plain_512.txt,1.06,5.573
3072,DER,Plain_512.txt,0.632,5.205
3072,DER,Plain_512.txt,0.611,5.195
3072,DER,Plain_512.txt,0.469,5.661
3072,DER,Plain_512.txt,0.466,5.347
3072,DER,Plain_512.txt,0.455,5.9
3072,DER,Plain_512.txt,0.709,5.375
3072,DER,Plain_512.txt,0.579,5.644
3072,DER,Plain_512.txt,0.84,4.869
3072,DER,Plain_512.txt,0.584,5.322
3072,DER,Plain_512.txt,0.451,5.086
3072,DER,Plain_512.txt,0.622,5.004
3072,DER,Plain_512.txt,0.848,6.447
3072,DER,Plain_512.txt,0.938,5.297
3072,DER,Plain_512.txt,0.587,4.953
3072,DER,Plain_512.txt,0.479,4.877
3072,DER,Plain_512.txt,0.5,4.914
3072,DER,Plain_512.txt,0.535,5.666
3072,DER,Plain_512.txt,0.521,4.798
3072,DER,Plain_512.txt,0.699,5.098
3072,DER,Plain_512.txt,0.497,4.787
3072,DER,Plain_512.txt,0.794,5.301
3072,DER,Plain_512.txt,0.676,4.614
3072,DER,Plain_512.txt,0.568,5.354
3072,DER,Plain_512.txt,0.502,4.815
3072,DER,Plain_512.txt,0.572,6.827
3072,DER,Plain_512.txt,0.615,4.612
3072,DER,Plain_512.txt,0.491,4.563
3072,DER,Plain_512.txt,0.801,4.945
3072,DER,Plain_512.txt,1.705,4.842
3072,DER,Plain_512.txt,0.577,4.601
3072,DER,Plain_512.txt,0.686,4.916
3072,DER,Plain_512.txt,0.491,4.762
3072,DER,Plain_512.txt,0.427,4.808
3072,DER,Plain_512.txt,0.63,4.62
3072,DER,Plain_512.txt,0.622,4.863
3072,DER,Plain_512.txt,0.578,5.717
3072,DER,Plain_512.txt,0.684,4.677
3072,DER,Plain_512.txt,0.552,4.595
3072,DER,Plain_512.txt,0.765,4.783
3072,DER,Plain_512.txt,0.519,5.252
3072,DER,Plain_512.txt,0.579,4.987
3072,DER,Plain_512.txt,0.56,4.572
3072,DER,Plain_512.txt,0.55,4.712
3072,DER,Plain_512.txt,0.494,5.228
3072,DER,Plain_512.txt,0.485,4.86
3072,DER,Plain_512.txt,0.47,4.654
3072,DER,Plain_512.txt,0.518,4.627
3072,DER,Plain_512.txt,0.485,5.747
3072,DER,Plain_512.txt,1.714,5.121
3072,DER,Plain_512.txt,0.582,4.727
3072,DER,Plain_512.txt,0.47,5.475
3072,DER,Plain_512.txt,1.785,5.067
3072,DER,Plain_512.txt,0.68,4.742
3072,DER,Plain_512.txt,0.576,5.084
3072,DER,Plain_512.txt,0.515,4.569
3072,DER,Plain_512.txt,0.465,4.637
3072,DER,Plain_512.txt,0.495,6.519
3072,DER,Plain_512.txt,1.163,4.791
3072,DER,Plain_512.txt,0.463,4.61
3072,DER,Plain_512.txt,0.473,4.589
3072,DER,Plain_512.txt,0.611,5.117
3072,DER,Plain_512.txt,0.595,4.825
3072,DER,Plain_512.txt,0.674,4.769
3072,DER,Plain_512.txt,0.671,4.704
3072,DER,Plain_512.txt,0.463,5.183
3072,DER,Plain_512.txt,0.632,4.643
3072,DER,Plain_512.txt,0.665,4.669
3072,DER,Plain_512.txt,0.554,4.577
3072,DER,Plain_512.txt,0.824,4.827
3072,DER,Plain_512.txt,0.489,4.78
3072,DER,Plain_512.txt,0.6,5.765
