Algorithm,File,Time
SHA_224,1MB.txt,40.797
SHA_224,1MB.txt,38.970
SHA_224,1MB.txt,39.415
SHA_224,1MB.txt,39.479
SHA_224,1MB.txt,41.224
SHA_224,1MB.txt,40.434
SHA_224,1MB.txt,39.604
SHA_224,1MB.txt,40.859
SHA_224,1MB.txt,39.566
SHA_224,1MB.txt,39.911
SHA_224,1MB.txt,39.605
SHA_224,1MB.txt,40.575
SHA_224,1MB.txt,40.163
SHA_224,1MB.txt,38.808
SHA_224,1MB.txt,41.187
SHA_224,1MB.txt,38.931
SHA_224,1MB.txt,41.492
SHA_224,1MB.txt,40.347
SHA_224,1MB.txt,41.094
SHA_224,1MB.txt,38.970
SHA_224,1MB.txt,39.698
SHA_224,1MB.txt,39.964
SHA_224,1MB.txt,39.569
SHA_224,1MB.txt,41.528
SHA_224,1MB.txt,40.496
SHA_224,1MB.txt,41.099
SHA_224,1MB.txt,41.561
SHA_224,1MB.txt,41.325
SHA_224,1MB.txt,40.993
SHA_224,1MB.txt,39.823
SHA_224,1MB.txt,40.866
SHA_224,1MB.txt,40.531
SHA_224,1MB.txt,40.025
SHA_224,1MB.txt,41.681
SHA_224,1MB.txt,41.486
SHA_224,1MB.txt,39.214
SHA_224,1MB.txt,40.941
SHA_224,1MB.txt,39.516
SHA_224,1MB.txt,40.201
SHA_224,1MB.txt,39.564
SHA_224,1MB.txt,41.517
SHA_224,1MB.txt,40.190
SHA_224,1MB.txt,40.721
SHA_224,1MB.txt,39.271
SHA_224,1MB.txt,41.273
SHA_224,1MB.txt,39.636
SHA_224,1MB.txt,39.506
SHA_224,1MB.txt,41.438
SHA_224,1MB.txt,41.788
SHA_224,1MB.txt,39.958
SHA_224,1MB.txt,39.618
SHA_224,1MB.txt,40.306
SHA_224,1MB.txt,39.789
SHA_224,1MB.txt,40.659
SHA_224,1MB.txt,39.797
SHA_224,1MB.txt,39.312
SHA_224,1MB.txt,40.696
SHA_224,1MB.txt,39.451
SHA_224,1MB.txt,38.934
SHA_224,1MB.txt,41.706
SHA_224,1MB.txt,39.278
SHA_224,1MB.txt,40.967
SHA_224,1MB.txt,40.568
SHA_224,1MB.txt,40.547
SHA_224,1MB.txt,39.123
SHA_224,1MB.txt,40.018
SHA_224,1MB.txt,41.136
SHA_224,1MB.txt,39.626
SHA_224,1MB.txt,39.238
SHA_224,1MB.txt,40.764
SHA_224,1MB.txt,41.432
SHA_224,1MB.txt,41.485
SHA_224,1MB.txt,41.660
SHA_224,1MB.txt,41.124
SHA_224,1MB.txt,40.590
SHA_224,1MB.txt,40.164
SHA_224,1MB.txt,41.177
SHA_224,1MB.txt,40.585
SHA_224,1MB.txt,41.447
SHA_224,1MB.txt,39.686
SHA_224,1MB.txt,40.889
SHA_224,1MB.txt,41.775
SHA_224,1MB.txt,41.629
SHA_224,1MB.txt,40.932
SHA_224,1MB.txt,40.715
SHA_224,1MB.txt,39.095
SHA_224,1MB.txt,40.407
SHA_224,1MB.txt,39.590
SHA_224,1MB.txt,40.433
SHA_224,1MB.txt,40.875
SHA_224,1MB.txt,40.146
SHA_224,1MB.txt,39.637
SHA_224,1MB.txt,40.543
SHA_224,1MB.txt,39.232
SHA_224,1MB.txt,39.631
SHA_224,1MB.txt,39.944
SHA_224,1MB.txt,40.623
SHA_224,1MB.txt,39.373
SHA_224,1MB.txt,38.892
SHA_224,1MB.txt,40.562
SHA_224,1MB.txt,40.831
SHA_224,1MB.txt,39.438
SHA_224,1MB.txt,41.230
SHA_224,1MB.txt,40.099
SHA_224,1MB.txt,39.938
SHA_224,1MB.txt,40.497
SHA_224,1MB.txt,40.563
SHA_224,1MB.txt,39.317
SHA_224,1MB.txt,41.227
SHA_224,1MB.txt,40.708
SHA_224,1MB.txt,39.468
SHA_224,1MB.txt,39.318
SHA_224,1MB.txt,41.614
SHA_224,1MB.txt,41.656
SHA_224,1MB.txt,38.963
SHA_224,1MB.txt,40.630
SHA_224,1MB.txt,40.321
SHA_224,1MB.txt,41.258
SHA_224,1MB.txt,40.705
SHA_224,1MB.txt,39.914
SHA_224,1MB.txt,39.200
SHA_224,1MB.txt,39.716
SHA_224,1MB.txt,39.517
SHA_224,1MB.txt,39.853
SHA_224,1MB.txt,39.388
SHA_224,1MB.txt,40.038
SHA_224,1MB.txt,39.909
SHA_224,1MB.txt,40.769
SHA_224,1MB.txt,39.538
SHA_224,1MB.txt,40.909
SHA_224,1MB.txt,40.257
SHA_224,1MB.txt,40.674
SHA_224,1MB.txt,41.787
SHA_224,1MB.txt,39.009
SHA_224,1MB.txt,40.687
SHA_224,1MB.txt,40.991
SHA_224,1MB.txt,40.953
SHA_224,1MB.txt,41.609
SHA_224,1MB.txt,39.072
SHA_224,1MB.txt,40.608
SHA_224,1MB.txt,38.953
SHA_224,1MB.txt,39.996
SHA_224,1MB.txt,39.331
SHA_224,1MB.txt,39.579
SHA_224,1MB.txt,40.424
SHA_224,1MB.txt,39.020
SHA_224,1MB.txt,39.202
SHA_224,1MB.txt,40.743
SHA_224,1MB.txt,39.067
SHA_224,1MB.txt,40.733
SHA_224,1MB.txt,41.061
SHA_224,1MB.txt,41.318
SHA_224,1MB.txt,40.142
SHA_224,1MB.txt,40.667
SHA_224,1MB.txt,39.634
SHA_224,1MB.txt,40.681
SHA_224,1MB.txt,40.772
SHA_224,1MB.txt,41.032
SHA_224,1MB.txt,40.309
SHA_224,1MB.txt,41.760
SHA_224,1MB.txt,39.794
SHA_224,1MB.txt,40.011
SHA_224,1MB.txt,40.460
SHA_224,1MB.txt,39.629
SHA_224,1MB.txt,41.445
SHA_224,1MB.txt,41.283
SHA_224,1MB.txt,39.282
SHA_224,1MB.txt,39.251
SHA_224,1MB.txt,41.083
SHA_224,1MB.txt,39.230
SHA_224,1MB.txt,40.889
SHA_224,1MB.txt,39.962
SHA_224,1MB.txt,39.673
SHA_224,1MB.txt,38.916
SHA_224,1MB.txt,40.106
SHA_224,1MB.txt,40.298
SHA_224,1MB.txt,39.606
SHA_224,1MB.txt,41.039
SHA_224,1MB.txt,39.688
SHA_224,1MB.txt,41.647
SHA_224,1MB.txt,39.109
SHA_224,1MB.txt,40.287
SHA_224,1MB.txt,38.813
SHA_224,1MB.txt,41.542
SHA_224,1MB.txt,41.230
SHA_224,1MB.txt,40.430
SHA_224,1MB.txt,39.353
SHA_224,1MB.txt,40.842
SHA_224,1MB.txt,39.180
SHA_224,1MB.txt,40.186
SHA_224,1MB.txt,40.110
SHA_224,1MB.txt,38.915
SHA_224,1MB.txt,40.975
SHA_224,1MB.txt,39.514
SHA_224,1MB.txt,40.935
SHA_224,1MB.txt,40.372
SHA_224,1MB.txt,40.473
SHA_224,1MB.txt,40.655
SHA_224,1MB.txt,41.447
SHA_224,1MB.txt,39.351
SHA_224,128MB.txt,6976.316
SHA_224,128MB.txt,6975.640
SHA_224,128MB.txt,6974.684
SHA_224,128MB.txt,6974.724
SHA_224,128MB.txt,6976.075
SHA_224,128MB.txt,6974.684
SHA_224,128MB.txt,6974.068
SHA_224,128MB.txt,6974.080
SHA_224,128MB.txt,6975.413
SHA_224,128MB.txt,6975.221
SHA_224,128MB.txt,6974.583
SHA_224,128MB.txt,6974.973
SHA_224,128MB.txt,6975.024
SHA_224,128MB.txt,6974.804
SHA_224,128MB.txt,6975.354
SHA_224,128MB.txt,6974.187
SHA_224,128MB.txt,6975.156
SHA_224,128MB.txt,6975.265
SHA_224,128MB.txt,6975.746
SHA_224,128MB.txt,6974.360
SHA_224,128MB.txt,6976.562
SHA_224,128MB.txt,6975.299
SHA_224,128MB.txt,6974.186
SHA_224,128MB.txt,6974.427
SHA_224,128MB.txt,6975.822
SHA_224,128MB.txt,6976.087
SHA_224,128MB.txt,6976.170
SHA_224,128MB.txt,6976.040
SHA_224,128MB.txt,6975.741
SHA_224,128MB.txt,6974.267
SHA_224,128MB.txt,6976.121
SHA_224,128MB.txt,6976.033
SHA_224,128MB.txt,6975.002
SHA_224,128MB.txt,6974.175
SHA_224,128MB.txt,6975.123
SHA_224,128MB.txt,6976.462
SHA_224,128MB.txt,6974.796
SHA_224,128MB.txt,6975.305
SHA_224,128MB.txt,6975.450
SHA_224,128MB.txt,6975.890
SHA_224,128MB.txt,6974.241
SHA_224,128MB.txt,6973.883
SHA_224,128MB.txt,6975.007
SHA_224,128MB.txt,6974.446
SHA_224,128MB.txt,6975.688
SHA_224,128MB.txt,6975.498
SHA_224,128MB.txt,6975.013
SHA_224,128MB.txt,6974.859
SHA_224,128MB.txt,6975.313
SHA_224,128MB.txt,6975.556
SHA_224,128MB.txt,6975.460
SHA_224,128MB.txt,6974.732
SHA_224,128MB.txt,6975.014
SHA_224,128MB.txt,6975.305
SHA_224,128MB.txt,6976.282
SHA_224,128MB.txt,6975.084
SHA_224,128MB.txt,6975.028
SHA_224,128MB.txt,6974.538
SHA_224,128MB.txt,6976.843
SHA_224,128MB.txt,6974.821
SHA_224,128MB.txt,6976.423
SHA_224,128MB.txt,6976.719
SHA_224,128MB.txt,6974.548
SHA_224,128MB.txt,6976.420
SHA_224,128MB.txt,6974.210
SHA_224,128MB.txt,6974.001
SHA_224,128MB.txt,6976.404
SHA_224,128MB.txt,6975.005
SHA_224,128MB.txt,6975.817
SHA_224,128MB.txt,6975.960
SHA_224,128MB.txt,6975.768
SHA_224,128MB.txt,6975.473
SHA_224,128MB.txt,6975.367
SHA_224,128MB.txt,6975.465
SHA_224,128MB.txt,6974.363
SHA_224,128MB.txt,6976.238
SHA_224,128MB.txt,6976.284
SHA_224,128MB.txt,6974.650
SHA_224,128MB.txt,6974.638
SHA_224,128MB.txt,6975.672
SHA_224,128MB.txt,6976.265
SHA_224,128MB.txt,6975.791
SHA_224,128MB.txt,6976.089
SHA_224,128MB.txt,6976.684
SHA_224,128MB.txt,6976.164
SHA_224,128MB.txt,6973.930
SHA_224,128MB.txt,6974.764
SHA_224,128MB.txt,6973.973
SHA_224,128MB.txt,6974.068
SHA_224,128MB.txt,6973.985
SHA_224,128MB.txt,6976.726
SHA_224,128MB.txt,6976.315
SHA_224,128MB.txt,6974.978
SHA_224,128MB.txt,6974.405
SHA_224,128MB.txt,6973.986
SHA_224,128MB.txt,6976.765
SHA_224,128MB.txt,6976.565
SHA_224,128MB.txt,6974.383
SHA_224,128MB.txt,6975.598
SHA_224,128MB.txt,6974.657
SHA_224,128MB.txt,6974.654
SHA_224,128MB.txt,6974.213
SHA_224,128MB.txt,6976.625
SHA_224,128MB.txt,6974.091
SHA_224,128MB.txt,6976.625
SHA_224,128MB.txt,6976.807
SHA_224,128MB.txt,6975.992
SHA_224,128MB.txt,6974.144
SHA_224,128MB.txt,6974.891
SHA_224,128MB.txt,6974.819
SHA_224,128MB.txt,6974.778
SHA_224,128MB.txt,6975.481
SHA_224,128MB.txt,6975.110
SHA_224,128MB.txt,6976.297
SHA_224,128MB.txt,6976.410
SHA_224,128MB.txt,6973.977
SHA_224,128MB.txt,6974.947
SHA_224,128MB.txt,6974.111
SHA_224,128MB.txt,6975.872
SHA_224,128MB.txt,6976.358
SHA_224,128MB.txt,6974.787
SHA_224,128MB.txt,6975.057
SHA_224,128MB.txt,6974.217
SHA_224,128MB.txt,6975.426
SHA_224,128MB.txt,6974.407
SHA_224,128MB.txt,6974.184
SHA_224,128MB.txt,6975.092
SHA_224,128MB.txt,6974.631
SHA_224,128MB.txt,6975.280
SHA_224,128MB.txt,6974.317
SHA_224,128MB.txt,6975.099
SHA_224,128MB.txt,6976.766
SHA_224,128MB.txt,6975.919
SHA_224,128MB.txt,6976.063
SHA_224,128MB.txt,6976.719
SHA_224,128MB.txt,6975.063
SHA_224,128MB.txt,6974.192
SHA_224,128MB.txt,6974.353
SHA_224,128MB.txt,6973.854
SHA_224,128MB.txt,6975.867
SHA_224,128MB.txt,6974.022
SHA_224,128MB.txt,6975.100
SHA_224,128MB.txt,6974.217
SHA_224,128MB.txt,6976.844
SHA_224,128MB.txt,6976.190
SHA_224,128MB.txt,6975.708
SHA_224,128MB.txt,6976.217
SHA_224,128MB.txt,6975.597
SHA_224,128MB.txt,6974.748
SHA_224,128MB.txt,6975.582
SHA_224,128MB.txt,6975.663
SHA_224,128MB.txt,6976.648
SHA_224,128MB.txt,6974.018
SHA_224,128MB.txt,6976.758
SHA_224,128MB.txt,6975.688
SHA_224,128MB.txt,6974.386
SHA_224,128MB.txt,6974.425
SHA_224,128MB.txt,6975.673
SHA_224,128MB.txt,6976.109
SHA_224,128MB.txt,6975.224
SHA_224,128MB.txt,6975.493
SHA_224,128MB.txt,6974.163
SHA_224,128MB.txt,6976.527
SHA_224,128MB.txt,6975.065
SHA_224,128MB.txt,6974.366
SHA_224,128MB.txt,6976.213
SHA_224,128MB.txt,6974.285
SHA_224,128MB.txt,6975.972
SHA_224,128MB.txt,6974.063
SHA_224,128MB.txt,6976.650
SHA_224,128MB.txt,6975.242
SHA_224,128MB.txt,6975.060
SHA_224,128MB.txt,6974.444
SHA_224,128MB.txt,6976.774
SHA_224,128MB.txt,6975.420
SHA_224,128MB.txt,6975.758
SHA_224,128MB.txt,6975.280
SHA_224,128MB.txt,6973.997
SHA_224,128MB.txt,6974.757
SHA_224,128MB.txt,6976.626
SHA_224,128MB.txt,6976.385
SHA_224,128MB.txt,6974.224
SHA_224,128MB.txt,6976.776
SHA_224,128MB.txt,6976.346
SHA_224,128MB.txt,6975.931
SHA_224,128MB.txt,6975.405
SHA_224,128MB.txt,6974.509
SHA_224,128MB.txt,6975.221
SHA_224,128MB.txt,6975.689
SHA_224,128MB.txt,6974.386
SHA_224,128MB.txt,6974.210
SHA_224,128MB.txt,6976.222
SHA_224,128MB.txt,6976.282
SHA_224,128MB.txt,6976.513
SHA_224,128MB.txt,6973.981
SHA_224,128MB.txt,6976.196
SHA_224,128MB.txt,6976.677
SHA_224,128MB.txt,6975.264
SHA_224,128MB.txt,6974.908
SHA_224,128MB.txt,6976.590
SHA_224,256MB.txt,12405.929
SHA_224,256MB.txt,12408.177
SHA_224,256MB.txt,12407.923
SHA_224,256MB.txt,12406.355
SHA_224,256MB.txt,12407.916
SHA_224,256MB.txt,12406.494
SHA_224,256MB.txt,12407.096
SHA_224,256MB.txt,12407.464
SHA_224,256MB.txt,12406.899
SHA_224,256MB.txt,12408.121
SHA_224,256MB.txt,12407.668
SHA_224,256MB.txt,12407.337
SHA_224,256MB.txt,12406.135
SHA_224,256MB.txt,12407.537
SHA_224,256MB.txt,12406.762
SHA_224,256MB.txt,12407.245
SHA_224,256MB.txt,12406.141
SHA_224,256MB.txt,12407.245
SHA_224,256MB.txt,12408.066
SHA_224,256MB.txt,12406.475
SHA_224,256MB.txt,12406.294
SHA_224,256MB.txt,12407.846
SHA_224,256MB.txt,12407.445
SHA_224,256MB.txt,12406.711
SHA_224,256MB.txt,12406.530
SHA_224,256MB.txt,12405.841
SHA_224,256MB.txt,12407.232
SHA_224,256MB.txt,12405.995
SHA_224,256MB.txt,12406.879
SHA_224,256MB.txt,12408.354
SHA_224,256MB.txt,12408.348
SHA_224,256MB.txt,12406.214
SHA_224,256MB.txt,12408.170
SHA_224,256MB.txt,12405.784
SHA_224,256MB.txt,12406.633
SHA_224,256MB.txt,12407.079
SHA_224,256MB.txt,12405.847
SHA_224,256MB.txt,12406.820
SHA_224,256MB.txt,12405.489
SHA_224,256MB.txt,12405.652
SHA_224,256MB.txt,12407.998
SHA_224,256MB.txt,12408.000
SHA_224,256MB.txt,12408.011
SHA_224,256MB.txt,12406.381
SHA_224,256MB.txt,12406.542
SHA_224,256MB.txt,12405.902
SHA_224,256MB.txt,12406.601
SHA_224,256MB.txt,12406.932
SHA_224,256MB.txt,12406.396
SHA_224,256MB.txt,12406.398
SHA_224,256MB.txt,12407.798
SHA_224,256MB.txt,12405.581
SHA_224,256MB.txt,12406.353
SHA_224,256MB.txt,12406.178
SHA_224,256MB.txt,12405.834
SHA_224,256MB.txt,12408.229
SHA_224,256MB.txt,12405.798
SHA_224,256MB.txt,12406.081
SHA_224,256MB.txt,12407.388
SHA_224,256MB.txt,12406.761
SHA_224,256MB.txt,12407.911
SHA_224,256MB.txt,12406.297
SHA_224,256MB.txt,12405.937
SHA_224,256MB.txt,12408.049
SHA_224,256MB.txt,12405.521
SHA_224,256MB.txt,12406.594
SHA_224,256MB.txt,12406.626
SHA_224,256MB.txt,12408.125
SHA_224,256MB.txt,12407.575
SHA_224,256MB.txt,12407.604
SHA_224,256MB.txt,12405.885
SHA_224,256MB.txt,12406.335
SHA_224,256MB.txt,12407.055
SHA_224,256MB.txt,12406.411
SHA_224,256MB.txt,12406.239
SHA_224,256MB.txt,12408.327
SHA_224,256MB.txt,12405.911
SHA_224,256MB.txt,12407.814
SHA_224,256MB.txt,12407.173
SHA_224,256MB.txt,12407.025
SHA_224,256MB.txt,12406.584
SHA_224,256MB.txt,12405.944
SHA_224,256MB.txt,12406.302
SHA_224,256MB.txt,12406.754
SHA_224,256MB.txt,12405.593
SHA_224,256MB.txt,12405.459
SHA_224,256MB.txt,12408.202
SHA_224,256MB.txt,12405.755
SHA_224,256MB.txt,12407.629
SHA_224,256MB.txt,12407.848
SHA_224,256MB.txt,12407.493
SHA_224,256MB.txt,12408.180
SHA_224,256MB.txt,12406.067
SHA_224,256MB.txt,12405.567
SHA_224,256MB.txt,12406.017
SHA_224,256MB.txt,12406.068
SHA_224,256MB.txt,12405.745
SHA_224,256MB.txt,12406.332
SHA_224,256MB.txt,12406.363
SHA_224,256MB.txt,12407.803
SHA_224,256MB.txt,12408.378
SHA_224,256MB.txt,12405.458
SHA_224,256MB.txt,12406.478
SHA_224,256MB.txt,12406.027
SHA_224,256MB.txt,12407.857
SHA_224,256MB.txt,12406.961
SHA_224,256MB.txt,12407.881
SHA_224,256MB.txt,12406.826
SHA_224,256MB.txt,12406.738
SHA_224,256MB.txt,12407.761
SHA_224,256MB.txt,12406.099
SHA_224,256MB.txt,12405.780
SHA_224,256MB.txt,12405.754
SHA_224,256MB.txt,12405.574
SHA_224,256MB.txt,12407.938
SHA_224,256MB.txt,12408.193
SHA_224,256MB.txt,12406.783
SHA_224,256MB.txt,12407.911
SHA_224,256MB.txt,12405.660
SHA_224,256MB.txt,12405.993
SHA_224,256MB.txt,12405.986
SHA_224,256MB.txt,12407.959
SHA_224,256MB.txt,12405.584
SHA_224,256MB.txt,12407.261
SHA_224,256MB.txt,12408.091
SHA_224,256MB.txt,12407.182
SHA_224,256MB.txt,12407.385
SHA_224,256MB.txt,12405.842
SHA_224,256MB.txt,12407.087
SHA_224,256MB.txt,12405.964
SHA_224,256MB.txt,12407.396
SHA_224,256MB.txt,12406.729
SHA_224,256MB.txt,12408.177
SHA_224,256MB.txt,12408.057
SHA_224,256MB.txt,12407.776
SHA_224,256MB.txt,12406.483
SHA_224,256MB.txt,12405.657
SHA_224,256MB.txt,12406.997
SHA_224,256MB.txt,12406.332
SHA_224,256MB.txt,12408.023
SHA_224,256MB.txt,12405.410
SHA_224,256MB.txt,12405.706
SHA_224,256MB.txt,12407.784
SHA_224,256MB.txt,12406.293
SHA_224,256MB.txt,12405.517
SHA_224,256MB.txt,12407.584
SHA_224,256MB.txt,12406.785
SHA_224,256MB.txt,12407.348
SHA_224,256MB.txt,12408.356
SHA_224,256MB.txt,12408.006
SHA_224,256MB.txt,12406.686
SHA_224,256MB.txt,12406.145
SHA_224,256MB.txt,12405.531
SHA_224,256MB.txt,12406.605
SHA_224,256MB.txt,12408.368
SHA_224,256MB.txt,12407.622
SHA_224,256MB.txt,12408.359
SHA_224,256MB.txt,12408.223
SHA_224,256MB.txt,12408.086
SHA_224,256MB.txt,12406.934
SHA_224,256MB.txt,12405.652
SHA_224,256MB.txt,12408.283
SHA_224,256MB.txt,12406.408
SHA_224,256MB.txt,12407.646
SHA_224,256MB.txt,12406.207
SHA_224,256MB.txt,12407.727
SHA_224,256MB.txt,12405.823
SHA_224,256MB.txt,12407.774
SHA_224,256MB.txt,12407.285
SHA_224,256MB.txt,12407.857
SHA_224,256MB.txt,12405.882
SHA_224,256MB.txt,12408.284
SHA_224,256MB.txt,12406.156
SHA_224,256MB.txt,12407.443
SHA_224,256MB.txt,12407.166
SHA_224,256MB.txt,12407.473
SHA_224,256MB.txt,12405.582
SHA_224,256MB.txt,12407.183
SHA_224,256MB.txt,12407.060
SHA_224,256MB.txt,12406.401
SHA_224,256MB.txt,12407.257
SHA_224,256MB.txt,12405.594
SHA_224,256MB.txt,12406.373
SHA_224,256MB.txt,12405.410
SHA_224,256MB.txt,12407.402
SHA_224,256MB.txt,12406.757
SHA_224,256MB.txt,12407.765
SHA_224,256MB.txt,12405.639
SHA_224,256MB.txt,12406.700
SHA_224,256MB.txt,12407.493
SHA_224,256MB.txt,12407.476
SHA_224,256MB.txt,12406.377
SHA_224,256MB.txt,12408.054
SHA_224,256MB.txt,12405.637
SHA_224,256MB.txt,12407.758
SHA_224,256MB.txt,12407.965
SHA_224,256MB.txt,12407.286
SHA_224,256MB.txt,12407.745
SHA_224,256MB.txt,12406.901
SHA_224,256MB.txt,12405.965
SHA_224,512MB.txt,20553.894
SHA_224,512MB.txt,20551.708
SHA_224,512MB.txt,20552.637
SHA_224,512MB.txt,20551.617
SHA_224,512MB.txt,20552.907
SHA_224,512MB.txt,20553.422
SHA_224,512MB.txt,20553.812
SHA_224,512MB.txt,20551.904
SHA_224,512MB.txt,20553.762
SHA_224,512MB.txt,20553.563
SHA_224,512MB.txt,20552.908
SHA_224,512MB.txt,20552.562
SHA_224,512MB.txt,20551.488
SHA_224,512MB.txt,20552.401
SHA_224,512MB.txt,20551.155
SHA_224,512MB.txt,20553.726
SHA_224,512MB.txt,20552.577
SHA_224,512MB.txt,20551.936
SHA_224,512MB.txt,20552.480
SHA_224,512MB.txt,20551.906
SHA_224,512MB.txt,20551.662
SHA_224,512MB.txt,20552.008
SHA_224,512MB.txt,20553.651
SHA_224,512MB.txt,20552.930
SHA_224,512MB.txt,20553.261
SHA_224,512MB.txt,20551.213
SHA_224,512MB.txt,20551.741
SHA_224,512MB.txt,20553.064
SHA_224,512MB.txt,20551.807
SHA_224,512MB.txt,20553.804
SHA_224,512MB.txt,20553.653
SHA_224,512MB.txt,20552.219
SHA_224,512MB.txt,20552.112
SHA_224,512MB.txt,20552.063
SHA_224,512MB.txt,20553.894
SHA_224,512MB.txt,20553.633
SHA_224,512MB.txt,20553.652
SHA_224,512MB.txt,20553.628
SHA_224,512MB.txt,20552.021
SHA_224,512MB.txt,20552.125
SHA_224,512MB.txt,20551.504
SHA_224,512MB.txt,20553.408
SHA_224,512MB.txt,20553.391
SHA_224,512MB.txt,20551.874
SHA_224,512MB.txt,20551.268
SHA_224,512MB.txt,20551.567
SHA_224,512MB.txt,20552.365
SHA_224,512MB.txt,20551.088
SHA_224,512MB.txt,20551.292
SHA_224,512MB.txt,20551.096
SHA_224,512MB.txt,20553.556
SHA_224,512MB.txt,20553.298
SHA_224,512MB.txt,20553.045
SHA_224,512MB.txt,20553.146
SHA_224,512MB.txt,20552.277
SHA_224,512MB.txt,20551.896
SHA_224,512MB.txt,20552.082
SHA_224,512MB.txt,20552.612
SHA_224,512MB.txt,20551.063
SHA_224,512MB.txt,20551.509
SHA_224,512MB.txt,20551.998
SHA_224,512MB.txt,20553.807
SHA_224,512MB.txt,20551.249
SHA_224,512MB.txt,20552.603
SHA_224,512MB.txt,20552.926
SHA_224,512MB.txt,20552.029
SHA_224,512MB.txt,20553.338
SHA_224,512MB.txt,20551.899
SHA_224,512MB.txt,20551.425
SHA_224,512MB.txt,20551.684
SHA_224,512MB.txt,20552.649
SHA_224,512MB.txt,20553.569
SHA_224,512MB.txt,20551.986
SHA_224,512MB.txt,20552.503
SHA_224,512MB.txt,20551.002
SHA_224,512MB.txt,20553.048
SHA_224,512MB.txt,20552.328
SHA_224,512MB.txt,20551.403
SHA_224,512MB.txt,20553.645
SHA_224,512MB.txt,20552.178
SHA_224,512MB.txt,20552.252
SHA_224,512MB.txt,20553.057
SHA_224,512MB.txt,20551.255
SHA_224,512MB.txt,20552.697
SHA_224,512MB.txt,20551.147
SHA_224,512MB.txt,20553.200
SHA_224,512MB.txt,20551.461
SHA_224,512MB.txt,20551.242
SHA_224,512MB.txt,20551.516
SHA_224,512MB.txt,20551.256
SHA_224,512MB.txt,20552.765
SHA_224,512MB.txt,20553.629
SHA_224,512MB.txt,20551.137
SHA_224,512MB.txt,20551.707
SHA_224,512MB.txt,20553.496
SHA_224,512MB.txt,20553.691
SHA_224,512MB.txt,20550.933
SHA_224,512MB.txt,20553.160
SHA_224,512MB.txt,20551.994
SHA_224,512MB.txt,20551.755
SHA_224,512MB.txt,20552.823
SHA_224,512MB.txt,20551.628
SHA_224,512MB.txt,20552.282
SHA_224,512MB.txt,20552.559
SHA_224,512MB.txt,20552.110
SHA_224,512MB.txt,20553.561
SHA_224,512MB.txt,20552.712
SHA_224,512MB.txt,20553.515
SHA_224,512MB.txt,20552.755
SHA_224,512MB.txt,20552.727
SHA_224,512MB.txt,20552.207
SHA_224,512MB.txt,20552.423
SHA_224,512MB.txt,20552.126
SHA_224,512MB.txt,20553.736
SHA_224,512MB.txt,20553.877
SHA_224,512MB.txt,20550.919
SHA_224,512MB.txt,20553.519
SHA_224,512MB.txt,20553.001
SHA_224,512MB.txt,20552.064
SHA_224,512MB.txt,20552.155
SHA_224,512MB.txt,20552.444
SHA_224,512MB.txt,20553.023
SHA_224,512MB.txt,20551.263
SHA_224,512MB.txt,20552.418
SHA_224,512MB.txt,20553.243
SHA_224,512MB.txt,20551.294
SHA_224,512MB.txt,20553.219
SHA_224,512MB.txt,20552.839
SHA_224,512MB.txt,20553.171
SHA_224,512MB.txt,20553.782
SHA_224,512MB.txt,20552.398
SHA_224,512MB.txt,20552.235
SHA_224,512MB.txt,20552.554
SHA_224,512MB.txt,20552.662
SHA_224,512MB.txt,20552.600
SHA_224,512MB.txt,20551.082
SHA_224,512MB.txt,20553.821
SHA_224,512MB.txt,20552.778
SHA_224,512MB.txt,20553.242
SHA_224,512MB.txt,20552.473
SHA_224,512MB.txt,20550.934
SHA_224,512MB.txt,20553.174
SHA_224,512MB.txt,20552.552
SHA_224,512MB.txt,20552.596
SHA_224,512MB.txt,20553.895
SHA_224,512MB.txt,20552.895
SHA_224,512MB.txt,20553.892
SHA_224,512MB.txt,20553.492
SHA_224,512MB.txt,20552.421
SHA_224,512MB.txt,20551.906
SHA_224,512MB.txt,20550.947
SHA_224,512MB.txt,20551.158
SHA_224,512MB.txt,20550.980
SHA_224,512MB.txt,20553.189
SHA_224,512MB.txt,20553.882
SHA_224,512MB.txt,20552.885
SHA_224,512MB.txt,20552.338
SHA_224,512MB.txt,20551.008
SHA_224,512MB.txt,20553.769
SHA_224,512MB.txt,20551.902
SHA_224,512MB.txt,20550.975
SHA_224,512MB.txt,20552.609
SHA_224,512MB.txt,20553.845
SHA_224,512MB.txt,20552.899
SHA_224,512MB.txt,20552.233
SHA_224,512MB.txt,20552.890
SHA_224,512MB.txt,20553.401
SHA_224,512MB.txt,20553.097
SHA_224,512MB.txt,20551.214
SHA_224,512MB.txt,20551.251
SHA_224,512MB.txt,20552.869
SHA_224,512MB.txt,20553.065
SHA_224,512MB.txt,20553.431
SHA_224,512MB.txt,20552.846
SHA_224,512MB.txt,20552.473
SHA_224,512MB.txt,20553.270
SHA_224,512MB.txt,20551.398
SHA_224,512MB.txt,20552.337
SHA_224,512MB.txt,20553.662
SHA_224,512MB.txt,20552.886
SHA_224,512MB.txt,20552.895
SHA_224,512MB.txt,20551.019
SHA_224,512MB.txt,20551.778
SHA_224,512MB.txt,20553.162
SHA_224,512MB.txt,20551.793
SHA_224,512MB.txt,20552.452
SHA_224,512MB.txt,20551.139
SHA_224,512MB.txt,20552.850
