KeySize,File,Encryption_Time,Decryption_Time
128,1KB.txt,5.828,3.836
128,1KB.txt,4.892,3.607
128,1KB.txt,3.61,4.308
128,1KB.txt,22.324,4.793
128,1KB.txt,4.179,15.636
128,1KB.txt,19.918,7.39
128,1KB.txt,5.514,3.621
128,1KB.txt,3.772,5.689
128,1KB.txt,4.179,3.732
128,1KB.txt,4.403,6.706
128,1KB.txt,4.011,6.289
128,1KB.txt,4.278,3.81
128,1KB.txt,4.693,5.64
128,1KB.txt,3.74,4.901
128,1KB.txt,3.543,4.226
128,1KB.txt,3.442,3.539
128,1KB.txt,4.037,5.36
128,1KB.txt,4.298,3.764
128,1KB.txt,5.453,18.116
128,1KB.txt,5.818,4.277
128,1KB.txt,5.21,4.184
128,1KB.txt,3.859,3.927
128,1KB.txt,4.919,4.727
128,1KB.txt,3.717,3.509
128,1KB.txt,4.54,5.066
128,1KB.txt,4.637,5.381
128,1KB.txt,3.738,3.702
128,1KB.txt,3.922,4.229
128,1KB.txt,5.661,3.947
128,1KB.txt,3.963,4.381
128,1KB.txt,3.713,4.934
128,1KB.txt,4.101,3.803
128,1KB.txt,4.447,3.506
128,1KB.txt,19.949,4.938
128,1KB.txt,61.417,4.024
128,1KB.txt,4.514,3.601
128,1KB.txt,4.263,4.616
128,1KB.txt,3.515,3.533
128,1KB.txt,3.894,3.795
128,1KB.txt,3.864,4.354
128,1KB.txt,3.858,3.701
128,1KB.txt,3.664,3.7
128,1KB.txt,3.556,3.5
128,1KB.txt,4.531,3.764
128,1KB.txt,3.505,3.935
128,1KB.txt,4.112,3.737
128,1KB.txt,3.782,4.931
128,1KB.txt,3.688,3.629
128,1KB.txt,17.891,3.698
128,1KB.txt,3.782,4.149
128,1KB.txt,4.034,5.866
128,1KB.txt,3.408,3.653
128,1KB.txt,4.077,3.698
128,1KB.txt,4.066,3.972
128,1KB.txt,3.705,3.805
128,1KB.txt,4.13,4.831
128,1KB.txt,3.793,3.963
128,1KB.txt,4.732,3.853
128,1KB.txt,4.454,3.973
128,1KB.txt,3.577,3.689
128,1KB.txt,5.498,5.112
128,1KB.txt,3.856,4.893
128,1KB.txt,3.616,3.811
128,1KB.txt,7.209,4.368
128,1KB.txt,3.786,3.754
128,1KB.txt,5.592,3.691
128,1KB.txt,3.818,4.796
128,1KB.txt,4.672,3.638
128,1KB.txt,4.265,3.568
128,1KB.txt,3.611,3.909
128,1KB.txt,4.306,4.688
128,1KB.txt,4.003,4.394
128,1KB.txt,4.872,3.863
128,1KB.txt,3.821,4.872
128,1KB.txt,3.722,4.185
128,1KB.txt,4.777,3.764
128,1KB.txt,4.867,5.552
128,1KB.txt,3.759,3.641
128,1KB.txt,4.841,3.594
128,1KB.txt,4.225,4.605
128,1KB.txt,3.565,4.263
128,1KB.txt,5.423,3.617
128,1KB.txt,4.476,5.017
128,1KB.txt,3.769,4.007
128,1KB.txt,3.655,3.525
128,1KB.txt,4.831,3.755
128,1KB.txt,4.85,3.779
128,1KB.txt,4.051,5.503
128,1KB.txt,3.833,4.183
128,1KB.txt,3.585,3.682
128,1KB.txt,3.554,3.856
128,1KB.txt,5.502,3.523
128,1KB.txt,4.418,4.673
128,1KB.txt,5.07,3.581
128,1KB.txt,3.739,5.148
128,1KB.txt,3.918,4.185
128,1KB.txt,3.798,3.691
128,1KB.txt,4.005,5.032
128,1KB.txt,3.67,3.885
128,1KB.txt,5.05,3.63
128,1KB.txt,3.936,3.518
128,1KB.txt,3.443,4.732
128,1KB.txt,3.418,3.76
128,1MB.txt,13.511,13.805
128,1MB.txt,9.197,13.532
128,1MB.txt,10.461,9.829
128,1MB.txt,10.983,8.415
128,1MB.txt,10.905,9.567
128,1MB.txt,10.421,10.674
128,1MB.txt,27.704,9.945
128,1MB.txt,15.368,9.616
128,1MB.txt,10.78,9.468
128,1MB.txt,10.47,9.516
128,1MB.txt,10.01,9.784
128,1MB.txt,14.547,9.172
128,1MB.txt,10.037,9.581
128,1MB.txt,10.377,9.994
128,1MB.txt,8.958,11.215
128,1MB.txt,10.032,8.136
128,1MB.txt,9.233,10.016
128,1MB.txt,9.839,6.928
128,1MB.txt,8.842,8.035
128,1MB.txt,9.723,8.99
128,1MB.txt,9.61,8.717
128,1MB.txt,9.027,8.794
128,1MB.txt,10.672,9.56
128,1MB.txt,12.726,9.075
128,1MB.txt,11.29,9.783
128,1MB.txt,10.356,8.105
128,1MB.txt,9.416,7.751
128,1MB.txt,9.216,7.312
128,1MB.txt,10.914,7.553
128,1MB.txt,9.087,8.541
128,1MB.txt,8.324,7.824
128,1MB.txt,8.952,8.528
128,1MB.txt,9.692,8.081
128,1MB.txt,8.879,6.929
128,1MB.txt,8.516,8.831
128,1MB.txt,9.138,9.231
128,1MB.txt,10.579,11.269
128,1MB.txt,10.996,9.22
128,1MB.txt,9.968,10.446
128,1MB.txt,9.714,9.607
128,1MB.txt,9.549,7.723
128,1MB.txt,8.882,7.728
128,1MB.txt,8.885,8.475
128,1MB.txt,10.444,8.828
128,1MB.txt,9.077,8.492
128,1MB.txt,10.217,9.95
128,1MB.txt,9.796,8.884
128,1MB.txt,8.719,7.816
128,1MB.txt,8.613,10.538
128,1MB.txt,12.417,9.502
128,1MB.txt,12.779,8.891
128,1MB.txt,10.586,7.258
128,1MB.txt,8.352,7.858
128,1MB.txt,8.873,7.482
128,1MB.txt,9.482,8.638
128,1MB.txt,9.489,8.223
128,1MB.txt,9.684,7.644
128,1MB.txt,8.859,7.455
128,1MB.txt,8.463,7.61
128,1MB.txt,8.875,8.476
128,1MB.txt,8.125,7.611
128,1MB.txt,9.131,7.866
128,1MB.txt,11.037,8.12
128,1MB.txt,9.75,11.833
128,1MB.txt,8.648,7.781
128,1MB.txt,8.693,7.669
128,1MB.txt,9.475,9.632
128,1MB.txt,9.08,7.666
128,1MB.txt,8.302,7.685
128,1MB.txt,9.962,7.862
128,1MB.txt,9.005,7.739
128,1MB.txt,8.934,7.842
128,1MB.txt,10.649,8.94
128,1MB.txt,9.505,8.223
128,1MB.txt,8.446,8.099
128,1MB.txt,9.281,7.042
128,1MB.txt,9.404,9.255
128,1MB.txt,9.478,7.107
128,1MB.txt,8.354,8.656
128,1MB.txt,9.96,8.531
128,1MB.txt,15.386,10.829
128,1MB.txt,12.366,9.565
128,1MB.txt,10.011,7.908
128,1MB.txt,11.5,10.633
128,1MB.txt,10.028,8.589
128,1MB.txt,8.579,7.805
128,1MB.txt,9.1,7.551
128,1MB.txt,9.714,7.984
128,1MB.txt,8.442,7.515
128,1MB.txt,9.422,9.537
128,1MB.txt,10.457,8.161
128,1MB.txt,16.233,9.335
128,1MB.txt,10.055,9.504
128,1MB.txt,11.146,8.784
128,1MB.txt,10.066,13.825
128,1MB.txt,12.096,8.343
128,1MB.txt,9.867,9.429
128,1MB.txt,10.279,28.919
128,1MB.txt,11.589,8.734
128,1MB.txt,9.86,10.806
128,1MB.txt,10.994,9.356
128,1MB.txt,10.567,8.632
128,1MB.txt,8.409,7.965
128,1MB.txt,8.728,7.467
128,1MB.txt,9.41,26.525
128,1MB.txt,9.945,8.622
128,1MB.txt,10.242,11.179
128,1MB.txt,9.512,9.077
128,1MB.txt,9.588,8.784
128,1MB.txt,9.029,7.133
128,1MB.txt,9.286,10.853
128,1MB.txt,9.819,8.377
128,1MB.txt,9.669,7.534
128,1MB.txt,9.342,7.302
128,1MB.txt,8.599,8.554
128,1MB.txt,10.556,8.891
128,1MB.txt,10.242,7.412
128,1MB.txt,8.452,9.091
128,1MB.txt,9.527,8.456
128,1MB.txt,9.545,9.089
128,1MB.txt,10.468,11.082
128,1MB.txt,11.467,8.437
128,1MB.txt,9.12,9.051
128,1MB.txt,8.869,8.777
128,1MB.txt,11.067,7.235
128,1MB.txt,11.534,8.754
128,1MB.txt,9.528,7.629
128,1MB.txt,8.217,7.608
128,1MB.txt,9.066,9.433
128,1MB.txt,9.779,8.702
128,1MB.txt,10.515,10.157
128,1MB.txt,10.705,8.56
128,1MB.txt,9.599,7.566
128,1MB.txt,7.968,9.2
128,1MB.txt,10.146,8.894
128,1MB.txt,9.86,8.196
128,1MB.txt,9.286,7.704
128,1MB.txt,8.929,7.503
128,1MB.txt,8.952,7.621
128,1MB.txt,9.468,9.396
128,1MB.txt,10.422,9.362
128,1MB.txt,9.587,8.043
128,1MB.txt,9.17,7.67
128,1MB.txt,22.763,10.195
128,1MB.txt,9.88,9.931
128,1MB.txt,10.785,9.397
128,1MB.txt,10.331,9.794
128,1MB.txt,10.293,10.066
128,1MB.txt,14.518,8.53
128,1MB.txt,8.97,7.414
128,1MB.txt,9.524,8.379
128,1MB.txt,9.245,7.39
128,1MB.txt,9.97,8.977
128,1MB.txt,9.956,7.437
128,1MB.txt,8.714,24.078
128,1MB.txt,13.862,9.32
128,1MB.txt,9.595,8.971
128,1MB.txt,10.937,24.232
128,1MB.txt,9.364,8.289
128,1MB.txt,9.938,8.916
128,1MB.txt,10.778,8.742
128,1MB.txt,9.776,7.418
128,1MB.txt,10.007,7.937
128,1MB.txt,9.409,11.136
128,1MB.txt,23.59,9.744
128,1MB.txt,12.024,9.804
128,1MB.txt,12.091,9.993
128,1MB.txt,24.656,11.254
128,1MB.txt,10.344,10.387
128,1MB.txt,12.394,10.164
128,1MB.txt,9.888,8.795
128,1MB.txt,9.825,8.296
128,1MB.txt,9.464,7.66
128,1MB.txt,19.646,42.115
128,1MB.txt,17.75,20.43
128,1MB.txt,28.573,27.374
128,1MB.txt,19.916,14.004
128,1MB.txt,15.828,12.319
128,1MB.txt,9.316,8.079
128,1MB.txt,11.059,10.458
128,1MB.txt,10.638,9.144
128,1MB.txt,9.441,10.499
128,1MB.txt,10.633,9.57
128,1MB.txt,9.659,8.291
128,1MB.txt,9.868,8.301
128,1MB.txt,9.481,8.993
128,1MB.txt,9.793,10.757
128,1MB.txt,11.351,8.966
128,1MB.txt,10.818,8.408
128,1MB.txt,10.056,10.53
128,1MB.txt,11.289,9.99
128,1MB.txt,25.121,9.599
128,1MB.txt,10.263,8.397
128,1MB.txt,10.157,8.675
128,1MB.txt,10.725,8.75
128,1MB.txt,11.694,7.824
128,1MB.txt,12.62,8.93
128,1MB.txt,8.998,10.002
128,1MB.txt,11.331,9.444
128,1MB.txt,12.112,9.638
128,1MB.txt,10.223,351.287
128,1MB.txt,72.059,31.095
128,1MB.txt,35.191,19.471
128,1MB.txt,46.625,16.246
128,1MB.txt,16.44,15.501
128,1MB.txt,50.291,22.3
128,1MB.txt,23.388,14.59
128,1MB.txt,36.043,30.905
128,1MB.txt,16.175,10.621
128,1MB.txt,15.875,8.301
128,1MB.txt,10.722,11.237
128,1MB.txt,14.476,12.556
128,1MB.txt,20.386,13.137
128,1MB.txt,16.576,14.429
128,1MB.txt,15.227,13.872
128,1MB.txt,15.802,34.163
128,1MB.txt,16.462,10.117
128,1MB.txt,17.439,10.282
128,1MB.txt,14.082,10.101
128,1MB.txt,12.397,11.34
128,1MB.txt,13.149,9.77
128,1MB.txt,14.287,15.278
128,1MB.txt,13.795,12.841
128,1MB.txt,12.881,10.286
128,1MB.txt,12.93,10.4
128,1MB.txt,11.333,9.802
128,1MB.txt,13.303,9.877
128,1MB.txt,12.642,20.659
128,1MB.txt,16.012,11.865
128,1MB.txt,10.674,10.514
128,1MB.txt,15.958,12.439
128,1MB.txt,17.068,11.087
128,1MB.txt,12.686,9.707
128,1MB.txt,11.556,11.222
128,1MB.txt,12.181,8.414
128,1MB.txt,12.055,8.631
128,1MB.txt,14.462,11.244
128,1MB.txt,12.056,8.924
128,1MB.txt,11.855,10.332
128,1MB.txt,12.974,14.05
128,1MB.txt,12.016,11.067
128,1MB.txt,10.258,8.986
128,1MB.txt,9.933,12.996
128,1MB.txt,9.52,8.428
128,1MB.txt,11.832,13.129
128,1MB.txt,13.093,10.997
128,1MB.txt,14.185,9.717
128,1MB.txt,12.683,14.244
128,1MB.txt,11.882,13.343
128,1MB.txt,9.404,10.393
128,1MB.txt,14.848,13.746
128,1MB.txt,229.495,23.526
128,1MB.txt,27.435,23.374
128,1MB.txt,10.841,10.954
128,1MB.txt,11.579,9.114
128,1MB.txt,10.482,9.539
128,1MB.txt,10.883,9.818
128,1MB.txt,9.146,8.459
128,1MB.txt,9.913,12.19
128,1MB.txt,13.034,24.864
